"ഉത്തരവിടുക - ആജ്ഞെനല്‍കുക, ആ ജ്ഞ പുറപ്പെടുവിക്കുക" "ആജ്ഞാപിസു - ആദേശമാഡു, അപ്പണെമാഡു, ആജ്ഞെമാഡു" "ഉത്തരവിടു - ഉത്തരവുപോടു" "ആജ്ഞാപിംചു - ആദേശിംചു, ഉത്തരവുചേയു"
"ഉത്തരവ്‌ - ആജ്ഞ, കല്‌പന" "അപ്പണെ - ആദേശ, ആജ്ഞെ" "ആണൈ - കട്ടളൈ, ഉത്തരവു" "ആജ്ഞ - ആദേശം, ഉത്തരവു"
"ഉത്തരായണം - സൂര്യന്റെ വടക്കോട്ടുള്ള ഗതി, മകരസംക്രമം മുതല്‍ കര്‍ക്കടക സംക്രമം വരെയുള്ള കാലം" "ഉത്തരായണ - മകരസംക്രാംതിയിംദ കര്‍ കാടക സംക്രാംതിയ വരെഗിന അവധി" "ഉത്തരായണം - കതിരവന്‍ വടക്കുനോക്കിച്ചെല്ലും കാലം, പൂമിസൂരയനൈച്ചുറ്റി വരുമ്പോതു അതന്‍വടപകുതി സൂരിയനൈ നെരുങ്കിവരും ആറുമാതകാലം" "ഉത്തരായണം - സൂര്യഡു ഉത്തരദിക്കുകു പ്രയാണിംചേ ആരു നെലലകാലം, മകരസംക്രാംതിമൊദലു കര്‍കടക സംക്രാംതിവരകു ഉന്നകാലം"
"ഉത്തരീയം - മേല്‍ മുണ്ട്‌, മേല്‍പ്പുടവ" "ഉത്തരീയ - മേലോഹദികെ, ദുപ്പട്ടി" "ഉത്തരീയം - മേലാടൈ" "ഉത്തരീയം- ഓണി പൈബട്ട, കംഡുവ, ഭുജംമീദ വേസുകൊനേ ബട്ട"
"ഉത്തുംഗ(ം) ഉന്നതമായ, ശ്രേഷ്‌ഠമായ" "ഉത്തുംഗ - ഉന്നതവാദ, എത്തരവാദ, ശ്രേഷ്‌ഠവാദ" "ഉത്തുങ്കം - ഉയര്‍ച്ചി, ഉയര്‍ന്തതു, മേന്‍മൈ" "ഉത്തുംഗം - എത്തയിന, ഉന്നതമൈന"
"ഉത്തേജനം - പ്രോത്സാഹിപ്പിക്കല്‍" "ഉത്തേജന - ഹുരിദുംബിസുവുദു, പ്രോ ത്സാഹിസുവുദു" "ഊക്കമളിത്തല്‍ - തൂണ്ടുതല്‍" "ഉത്തേജനം - പ്രേരണ, പ്രേരേംചുട"
"ഉത്തേജിപ്പിക്കുക - പ്രോത്സാഹിപ്പിക്കുക" "ഉത്തേജനമാഡു - ഉത്തേജിസു" "ഊക്കമളിക്ക - തൂണ്ടു" "ഉത്തേജനപരചു - ഉത്സാഹാന്നി കലിഗിംചു"
"ഉത്ഥാനം - എഴുന്നേല്‍പ്‌, മുകളിലോട്ടു കയറല്‍" "ഉത്ഥാന - മേലക്കെ ഏളുവുദു" "ഉത്താനം - ഉയര്‍ന്തെഴുകൈ" "ഉത്ഥാനം - ലേവഡം, പൈകെഗരഡം"
"ഉത്‌പത്തി - ജനനം, ഉദ്‌ഭവം" "ഉത്‌പത്തി - ജനന, ഹുട്ടുവികെ" "ഉര്‍പത്തി - പിരപ്പു, തോറ്റം" "ഉത്‌പത്തി - പുട്ടുക, തയാരീ"
"ഉത്‌പന്നം - വിളവ്‌, വിഭവം, ഉണ്ടാക്കിയത്‌, ഉണ്ടായത്‌" "ഉത്‌പന്ന - ഹുട്ടിദ, ഉംടാന" "ഉര്‍പത്തിപ്പൊരുള്‍ - വിളൈപ്പൊരുള്‍" "ഉത്‌പന്നം - പുട്ടിന, തയാരയിന, ഉത്‌പത്തി ചേയബഡിനദി ദിഗുബഡി"
"ഉത്‌പാദകന്‍ - നിര്‍മാതാവ്‌, തയ്യാറാക്കുന്നവന്‍" "നിര്‍മാപക" "തയാരിപ്പാളര്‍" "ഉത്‌പത്തിദാരുഡു"
"ഉത്‌പാദനം - നിര്‍മാണം, തയ്യാറാക്കല്‍" "ഉത്‌പാദനെ - ഹുട്ടിസുവികെ, തയാരിസുവികെ" "ഉര്‍പത്തി - ഉണ്ടാക്കുതല്‍, തയാരിത്തല്‍" "ഉത്‌പാദനം - കലിഗിംചുട, കലിഗിംചഡം, തയാരുചേയഡം"
"ഉത്‌പാദിപ്പിക്കുക - ഉണ്ടാക്കുക തയ്യാറാക്കുക, നിര്‍മ്മിക്കുക" "ഉത്‌പാദിസു - ഹുട്ടിസു, തയാരിസു നിര്‍മിസു - ഉത്‌പാദനെമാഡു" "ഉര്‍പത്തിസെയ്‌" "ഉത്‌പാദിംചു - പുട്ടിംചു, തയാരുചേയു, ഉത്‌പത്തിചേയു"
"ഉത്‌പ്രേക്ഷ - ഊഹം, ഒരു അലങ്കാരം" "ഉത്‌പ്രേക്ഷെ - അനുമാന, കാവ്യാലംകാരഗല്ലിഒംദു" "ഉര്‍പിരേട്‌ചൈ - തര്‍കുറിപ്പേറ്റം, അണിയിലക്കണം" "ഉത്‌പ്രേക്ഷ - ഊഹ, ഒകഅര്‍ഥാലംകാരം"
"ഉത്സവം - ആഘോഷം" "ഉത്സവ - ഹബ്ബ, ജാത്രെ" "ഉര്‍സവം- തിരുവിഴാ, പണ്ടികൈ" "ഉത്സവം - പംഡുഗ, പംഡഗ തംതു, പബ്ബം, ജാതര, വേഡുക"
"ഉത്സാഹം (1) സന്തോഷം" "ഉത്‌സാഹ - സംതോഷ" "ഉര്‍സാകം- മകിഴ്‌ച്ചി" "ഉത്സാഹം - ഏവു, സംതോഷം"
"ഉത്സാഹം (2) പ്രയത്‌നം, ശ്രമം, ആവേശം" "ഉത്സാഹ - ഹുമ്മസ്സു, ഹുരുപു" "പിരയത്തിനം - മുയര്‍ശി" "ഉത്സാഹം - പ്രയത്‌നം, പൂനിക"
"ഉത്സാഹം (3) ആഗ്രഹം, ആസക്തി" "ഉത്സാഹ - ആസക്തി, ഇച്ഛെ" "ഉര്‍സാകം - ആര്‍വം" "ഉത്സാഹം - അഭിലാഷ, ഉബലാട, കോരിക"
"ഉത്സാഹിക്കുക - പ്രയത്‌നിക്കുക, ശ്രമിക്കുക" "ഉത്സാഹിസു - ഉത്സാഹപഡു, ഹുരുപുഗൊള്ളു" "യത്തനിക്ക - മുയര്‍ശിക്ക" "ഉത്സാഹിംചു - ഉത്സാഹപഡു, ഉബലാടപഡു - യത്‌നിംചു"
"ഉദകം - ജലം" "ഉദക - നീരു, ജല" "ഉതകം - നീര്‍" "ഉദകം - നീള്ളു, ജലം"
"ഉദന്തം - വൃത്താന്തം, വര്‍ത്തമാനം സംഗതി" "ഉദംത - സമാചാര, സുദ്ദി, സംഗതി" "സമാച്ചാരം - സെയ്‌തി, സങ്കതി, സമാചാരം" "ഉദംതം - വൃത്താംതം, സംഗതി"
"ഉദയം - പൊന്തിവരല്‍, ജനനം" "ഉദയ - മൂഡുവികെ, ഏള്‌ഗെ, ഹുട്ടുവികെ" "ഉതയം പിറപ്പു - തോന്‍റുതല്‍ തോറ്റം" "ഉദയം - ഉദയിംചഡം, പുട്ടുക"
"ഉദരം - വയറ്‌" "ഉദര - ഹൊട്ടെ" "ഉതരം - വയിറു" "ഉദരം - കഡുപു"
"ഉദാത്തം (1) സ്വരഭേദം, വേദോച്ചാരണത്തില്‍ സ്വരം മൂന്നുവിധമുള്ളതിലൊന്ന്‌" "ഉദാത്ത - മേലുധ്വനിയല്ലി ഉച്ചരിസുവ സ്വര" "ഉതാത്തം - എടുത്തലോശൈ" "ഉദാത്തം - വേദംലോ ഊര്‍ധസ്വരം"
"ഉദാത്തം (2) ശ്രേഷ്‌ഠമായത്‌" "ഉദാത്ത - ശ്രേഷ്‌ഠവാദ" "സിറപ്പാനതു" "ഉദാത്തം - ഗൗരവമൈന, ശ്രേഷ്‌ഠമൈന"
"ഉദാരത - ഔദാര്യം, ദാനശീലത" "ഉദാരതെ - ദാനശീലതെ" "ഉതാരകുണം - തയാളകുണം" "ഉദാരത - ഔദാര്യം, ദാതൃത്വം, ദാനശീലം"
"ഉദാരം - ദാനശീലമുള്ള, ശ്രേഷ്‌ഠമായ" "ഉദാര - ധാരാള സ്വഭാവദ, ശ്രേഷ്‌ഠവാദ" "ഉതാരം - കൊടൈക്കുണം, ഉതാരകുണം" "ഉദാരം - ഗൊപ്പരി, ഗൊപ്പദൈന"
"ഉദാരവത്‌ക്കരണം - സരളീകരണം" "ഉദാരീകരണ - സരളീകരണ" "താരാളമയമാക്കല്‍ - താരാളമയമാക്കുതല്‍" "സരളീകരണ"
"ഉദാരശീലന്‍ - ദാനശീലന്‍" "ഉദാരി - ദാനശീല, ദാനശീലനാദവനു" "ഉതാരന്‍- ഉതാരി, കൊടൈയാളി തയാളന്‍" "ഉദാരുഡു - ദാത, ദാനം ചേസേവാഡു"
"ഉദാസീനത - അശ്രദ്ധ, ഒന്നിനോടും പ്രത്യേക താത്‌പര്യമില്ലായ്‌മ" "ഉദാസീന - കഡെഗണിസുവികെ, അശ്രദ്ധെ, അനാസക്തി" "ഉതാസീനം - അലട്‌ചിയം, വിരുപ്പുവെറുപ്പു ഇന്‍മൈ" "ഉദാസീനത - ആസക്തിചൂപക പോവഡം, ദേനിമീദാ ഇഷ്‌ടംലേക പോവഡം, പരാകു"
"ഉദാഹരണം - ദൃഷ്‌ടാന്തം" "ഉദാഹരണെ - ദൃഷ്‌ടാംത" "ഉതാരണം - എടുത്തുക്കാട്ടു, തിരുഷ്‌ടാന്തം" "ഉദാഹരണം - ദൃഷ്‌ടാംതം"
"ഉദിക്കുക - ഉണ്ടാകുക, ജനിക്കുക" "ഉദിസു - ഹുട്ടു, മൂഡു" "ഉതിക്ക - തോന്‍റു, പിറക്ക" "ഉദയിംചു - കലുഗു, പുട്ടു"
"ഉദ്‌ഘാടകന്‍ - തുടക്കം കുറിക്കുന്നവന്‍, തുറക്കുന്നവന്‍" "ഉദ്‌ഘാടക - തെരെയുവവനു" "തൊടങ്കിവൈപ്പവര്‍" "പ്രാരംഭകുഡു"
"ഉദ്‌ഘാടനം - തുറക്കല്‍, തുടക്കം" "ഉദ്‌ഘാടനം - തെരെയുവികെ" "തുവക്കം" "ഉദ്‌ഘാടനം - തെരവഡം, തെരചുട, പ്രാരംഭം"
"ഉദ്‌ഘാടനം ചെയ്യുക - തുടങ്ങുക, , തുറക്കുക" "ഉദാഘാടിസു - തെരെയു, ആരംഭിസു" "തുവക്കിവൈക്ക - തൊടങ്കിവൈക്ക" "പ്രാരംഭിംചു - മൊദലുപെട്ടു"
"ഉദ്ദേശം (1) ലക്ഷ്യം, അഭിപ്രായം" "ഉദ്ദേശ - ഗുരി, അഭിപ്രായ" "ഉത്തേശം - നോക്കം, കരുത്തു" "ഉദ്ദേശം - ഗുരി, ലക്ഷ്യം, അഭിപ്രായം"
"ഉദ്ദേശം (2) ഏകദേശം, ഏതാണ്ട്‌, സുമാറ്‌" "സുമാരു - ഹെച്ചുകഡമെ" "ഉത്തേശം - ഏകതേശം, ഏറക്കുറൈയ, സുമാര്‍" "സുമാരു - ഇംചുമിംചു"
"ഉദ്ദേശം (3) ഉയര്‍ന്ന സ്ഥലം" "ഉദ്ദേശ - എത്തരവാദസ്ഥള" "ഉയര്‍ന്തതലം" "ഉദ്ദേശം - എത്തയിന പ്രദേശം"
"ഉദ്ദേശിക്കുക - ഊഹിച്ചു നിശ്ചയിക്കുക, ലക്ഷ്യമാക്കുക" "ഉദ്ദേശിസു - ഗുരിയിട്ടുകൊ, ഗമനദല്ലിഡു" "ഉത്തേശിക്ക - നോക്കമാകക്കൊള്‍" "ഉദ്ദേശിംചു - ലക്ഷിംചു, ദൃഷ്‌ടിലോപെട്ടുകൊനു"
"ഉദ്ദേശ്യം - ഏതൊന്നിനെ ലക്ഷ്യമാക്കി പ്രവര്‍ത്തിക്കുന്നുവോ അത്‌" "ഉദ്ദേശ്യ - ഏനാദരന്നു കുരിതു" "ഉത്തേശം - നോക്കം, സെയല്‍പാട്ടിന്‍ ഇലക്കു" "ഉദ്ദേശ്യം - ഗുരിംപദഗിനദി"
"ഉദ്ദേശിക്കുക - ഊഹിച്ചു നിശ്ചയിക്കുക, ലക്ഷ്യമാക്കുക" "ഗുരിയിട്ടുകൊ, ഗമനദല്ലിഡു" "ഉത്തേശിക്ക - നോക്കമാകക്കൊള്‍" "ലക്ഷിംചു - ദൃഷ്‌ടിലോപെട്ടുകൊനു"
"ഉദ്ധരണം - പൊക്കിയെടുക്കല്‍" "ഉദ്ധരണ - മേലക്കെ എത്തുവികെ" "തൂക്കിയെടുത്തല്‍ - മേലെ ഉയര്‍ത്തുതല്‍" "ഉദ്ധരണം - പൈകെത്തഡം"
"ഉദ്ധരണി (1) മറ്റുള്ളവര്‍ പറഞ്ഞതിനെ എടുത്തുപറയല്‍" "ഉദ്ധരണ - ഇതരരു ഹേളിദമാതന്നു എത്തിഹേളുവുദു" "മേര്‍കോള്‍ - വേറൊരുവര്‍കൂറിയതൈ കൂറപ്പട്ടവടിവത്തിലേയേ എടുത്തുക്കാട്ടു വതു" "ഉദാഹരണം"
"ഉദ്ധരണി (2) ചെറിയകരണ്ടി" "ഉദ്ധരണെ - ലോഹദസണ്ണസൗടു" "ഉത്തരണി - സിറുകരണ്ടി" "ഉദ്ധരണി - ചിന്നഗരിടെലാംടിസാധനം"
"ഉദ്ധരിക്കുക (1) രക്ഷിക്കുക" "ഉദ്ധരിസു - കാപാഡു, രക്ഷിസു" "കാപ്പാറ്റു" "ഉദ്ധരിംചു - കാപാഡു, രക്ഷിംചു"
"ഉദ്ധരിക്കുക (2) പൊക്കിയെടുക്കുക, മീതെ ഉയര്‍ത്തുക" "ഉദ്ധരിസു - മേലക്കെ എത്തു" "തൂക്കു - ഒന്‍ റൈ അല്ലതു ഒരുവരൈ മേലേ ഉയര്‍ത്തു" "ഉദ്ധരിംചു - മീദികെത്തു"
"ഉദ്ധരിക്കുക (3) മറ്റൊരാള്‍ പറഞ്ഞതിനെ എടുത്തു പറയുക" "ഉദ്ധരിസു - ഉദാഹരണെ കൊഡു ബേരെയവര മാതുഗളന്നു എത്തിഹേളു" "മേര്‍കോള്‍കാട്ടു - എടുത്തുകൂറു" "തീസിചെപ്പു - ഉദാഹരണമുഗാചെപ്പു"
"ഉദ്ധാനം - അടുപ്പ്‌" "ഉദ്ധാന - ഒലെ" "ഉത്താനം - അടുപ്പു" "ഉദ്ധാനം - പൊയ്യി"
"ഉദ്‌ബോധനം (1) ഉണര്‍ത്തല്‍" "ഉദ്‌ബോധന - എച്ചരിസുവികെ" "ഉണര്‍ത്തുതല്‍" "ഉദ്‌ബോധനം - മേലുകോഡം"
"ഉദ്‌ബോധനം (2) ഓര്‍മിപ്പിക്കല്‍" "നെനപുഹുട്ടിസുവികെ" "ഞാപകപ്പടുത്തുതല്‍" "ഉദ്‌ബോധനം - തലപുനകുതെച്ചുട"
"ഉദ്‌ബോധിപ്പിക്കുക (1) ഉണര്‍ത്തുക" "എച്ചരഗൊളിസു - ഏളിസു, എബ്ബിസു" "ഉണര്‍ത്തു" "ഉദ്‌ബോധിംചു - മേലുകൊലുപു"
"ഉദ്‌ബോധിപ്പിക്കുക (2) ഓര്‍മ്മിപ്പിക്കുക" "നെനപുഹുട്ടിസു - ജ്ഞാപിസു" "ഞാപകപ്പടുത്തു - നിനൈവുപ്പടുത്തു, നിനൈവൂട്ടു" "ജ്ഞാപകപരചു - തലപിംചു"
"ഉദ്‌ഭവം - ഉത്‌പത്തി, ജനനം" "ഉദ്‌ഭവ - ഉദുഭവ, ഹുട്ടു, ഹുട്ടുവികെ, ഉത്‌പത്തി" "ഉര്‍പവം - പിറപ്പു" "ഉദ്‌ഭവം - പുട്ടുക, ഉത്‌പത്തി"
"ഉദ്‌ഭവിക്കുക - ഉണ്ടാകുക, ജനിക്കുക" "ഉദ്‌ഭവിസു - ഹുട്ടു" "തോന്‍ റു - പിറക്ക" "ഉദ്‌ഭവിംചു - പുട്ടു"
"ഉദ്യമം - പരിശ്രമം, പ്രയത്‌നം" "ഉദ്യമ - ശ്രമ" "പിരയത്തിനം - മുയര്‍ശി" "ഉദ്യമം - പ്രയത്‌നം, ശ്രമ"
"ഉദ്യമിക്കുക - പരിശ്രമിക്കുക, പ്രയത്‌നിക്കുക" "ഉദ്യമിസു - ശ്രമപഡു, യത്‌നിസു" "മുയര്‍ശിക്ക - മുയര്‍ശിസെയ്‌" "ഉദ്യമിംചു - യത്‌നിംചു"
"ഉദ്യാനം - പൂന്തോട്ടം" "ഉദ്യാനം - ഹൂതോട" "ഉത്തിയാനം - പൂന്തോട്ടം" "ഉദ്യാനം - പൂംതോടം, പൂലതോടം"
"ഉദ്യോഗം - ജോലി, പണി, പ്രയത്‌നം" "ഉദ്യോഗ- കെലസ, ദുഡിമെ" "ഉത്തിയോകം - വേലൈ" "ഉദ്യോഗം - പനി, യത്‌നം"
"ഉദ്യോഗസ്ഥന്‍ - ഉദ്യോഗം വഹിക്കുന്നവന്‍" "ഉദ്യോഗസ്ഥ - ഹുദ്ദെയല്ലിരുവവനു കെലസദല്ലിരുവവനു" "ഉത്തിയോകസ്‌തന്‍" "ഉദ്യോഗസ്ഥുഡു - ഉദ്യോഗം ചേസേവാഡു"
"ഉന്തുക - മുമ്പോട്ടുതള്ളുക" "ദബ്ബു - ദൂഡു, നൂകു, തള്ളു, മുംദൂഡു, ബലപ്രയോഗദിംദ ചലിസുവംതെമാഡു" "ഉന്തു - തള്ളു" "തോയു - നെട്ടു, ഗെംടു"
"ഉന്തുവണ്ടി - മനുഷ്യന്‍ തള്ളിയോ വലി ച്ചോ കൊണ്ടുപോകുന്ന വണ്ടി" "തള്ളുഗാഡി" "തള്ളുവണ്ടി" "ലാഗുഡുബംഡി"
"ഉന്നതം (1) ഉയരം" "ഉന്നത - എത്തരവാദ, മേലാദ" "ഉന്നതം - ഉയര്‍വു, ഉയര്‍ച്ചി" "ഉന്നതം - എത്തു"
"ഉന്നതം (2) മേന്മ" "ഉന്നത - ശ്രേഷ്‌ഠ" "ഉന്നതം - ഉയര്‍ച്ചി, മേന്‍മൈ" "ഉന്നതം - ഗൊപ്പദനം"
"ഉന്നതി - ഔന്നത്യം, ഉത്‌കൃഷ്‌ടത" "ഉന്നതി - മേല്‌മെ, ഹിരിമെ" "ഉന്നതം - മേന്‍മൈ" "ഉന്നതി - ഔന്നത്യം, പൊഡവു, ഉച്ചസ്ഥിതി"
"ഉന്നം (1) ലാക്ക്‌, ലക്ഷ്യം" "ഗുരി - ലക്ഷ്യ" "കുറി - ഇലട്‌ചിയം" "ഗുരി - ലക്ഷ്യം"
"ഉന്നം (2) ഇലവുമരത്തിന്റെ പഞ്ഞി, പൂളയുടെ പഞ്ഞി (ഉന്നക്കിടക്ക)" "ബൂരുഗദഹത്തി" "ഇലവംപഞ്ചു" "ബൂരുഗദൂദി"
"ഉന്നമരം - ഇലവ്‌, പൂള" "ബൂര - ബൂരുഗ, എലവ, ബൂരദമര, എലവദമര" "ഇലവു - പൂളൈ, ഇലവമരം" "ബൂരുഗ - ബൂരുഗുചെട്ടു"
"ഉന്നയിക്കുക - ഉയര്‍ത്തുക, അവതരിപ്പിക്കുക, (ആവശ്യം ഉന്നയിക്കുക)" "മുംദിഡു - മുംദെതരു, ഗമനകെതരു" "എഴുപ്പു - കിളപ്പു, കേള്‍വി - പിരച്ചനൈ മുതലിയവറ്റൈ കവനത്തുക്കൂ കൊണ്ടുവരു" "ലേവനെത്തു - പ്രാമുഖ്യം ഉന്ന അംശാലനു സഭദൃഷ്‌ടികു തെച്ചു"
"ഉന്നംവയ്‌ക്കുക - ലക്ഷ്യംവയ്‌ക്കുക" "ഗുരിയിഡു - ലക്ഷ്യവിഡു" "കുറിവൈക്ക - ഇലക്കുവൈക്ക" "ഗുരിപെട്ടു - ഗുരിചേയു, ലക്ഷ്യം ചേയു"
"ഉന്മത്തന്‍ - വെറിപിടിച്ചവന്‍, ഭ്രാന്തന്‍" "ഉന്മത്ത - ഹുച്ചുഹിഡിദവനു, ബുദ്ധിഭ്രമണെയാദവനു" "ഉന്‍മത്തന്‍ - പിത്തന്‍" "ഉന്മാദി - പിച്ചിവാഡു, വെര്‌റിവാഡു"
"ഉന്മാദം - ഭ്രാന്ത്‌, ബുദ്ധിഭ്രമം" "ഉന്മാദ - ഹുച്ചു, ബുദ്ധിഭ്രമണെ" "ഉന്‍മത്തം - വെറി" "ഉന്മാദം - പിച്ചി, വെര്‌റി"
"ഉന്മൂലനം - വേരോടെ പിഴുതെടുക്കല്‍" "ഉന്മൂലന - ബുഡസഹിതകിത്തുഹാകുവികെ" "നിര്‍മൂലം- എതുവും എഞ്ചാത അഴിവു, മുഴുതും അഴിതല്‍" "ഉന്മൂലനം - മൊദലംടാപെല്ലഗിംചഡം - പൂര്‍തിനാശം ചേയഡം"
"ഉന്മേഷം (1) കണ്ണുതുറക്കല്‍" "ഉന്മേഷം - കണ്ണുതെരെയുവികെ" "കണ്‍തിറത്തല്‍ - കണ്‍വിഴിത്തല്‍" "ഉന്മേഷം - കന്നുതെരവഡം"
"ഉന്മേഷം (2) പ്രകാശം, സ്‌ഫുരണം" "ഉന്മേഷ - ദീപ്‌തി, സ്‌ഫുരണ" "പിരകാശം - ഒളി" "ഉന്മേഷം - വെലുകുവ, സ്‌ഫുരണം"
"ഉപകരണം - ഒരു പ്രവൃത്തി ചെയ്യാനുള്ള സാധനം" "ഉപകരണ - സലകരണെ, പരികരസാധന, സാമഗ്രി" "ഉപകരണം - കരുവി, തുണൈപ്പൊരുള്‍" "ഉപകരണം - പരികരം, പനിമുട്ടു"
"ഉപകരിക്കുക - ഉതകുക, സഹായമാകുക, പ്രയോജനപ്പെടുക" "ഉപകരിസു - നെരവാഗു" "ഉതവു - പയന്‍പടു" "ഉപകരിംചു - സായപെഡു, പനികിവച്ചു"
"ഉപകാരം - സഹായം, പ്രയോജനം" "ഉപകാര - നെരവു, സഹായ" "ഉപകാരം - ഉതവി" "ഉപകാരം - സഹായം, മേലു (ചേസിനമേലു - ചെയ്‌ത ഉപകാരം)"
"ഉപകാരം ചെയ്യുക - സഹായിക്കുക" "ഉപകാരമാഡു" "ഉപകാരംസെയ്‌" "ഉപകാരംചേയു"
"ഉപകാരി - ഉപകാരം ചെയ്യുന്നവന്‍" "ഉപകാരി - സഹായമാഡുവവനു" "ഉപകാരി - ഉതവുപവര്‍" "ഉപകാരി - തോഡുപഡേവാഡു"
"ഉപക്രമം - ആരംഭം, തുടക്കം" "ഉപക്രമ- പ്രാരംഭ, മൊദലുമാഡുവുദ" "ഉപക്കിരമം - തൊടക്കം" "ഉപക്രമം - മൊദലു, പ്രാരംഭം"
"ഉപഗ്രഹം - വലിയ ഗ്രഹങ്ങളുടെ അടുത്തുള്ള ചെറിയ ഗ്രഹം" "ഉപഗ്രഹ - ദൊഡ്ഡ ഗ്രഹദഹത്തിരവിരുവ സണ്ണഗ്രഹ" "തുണൈക്കോള്‍ - കിരകത്തൈച്ചുറ്റും സിറിയകോള്‍" "ഉപഗ്രഹം - രോദസിലോഗ്രഹം ചുട്ടൂ നിര്‍ണീത കക്ഷ്യലോ തിരിഗേഗ്രഹം"
"ഉപതിരഞ്ഞെടുപ്പ്‌ - പൊതു തിരഞ്ഞെടുപ്പിനുശേഷം ചില കാരണങ്ങളാല്‍ ചിലയിടങ്ങളില്‍ നടത്തുന്ന തിരഞ്ഞെടുപ്പ്‌" "ഉപചുനാവണെ- തെരവാദ സ്ഥാനഗളിഗെ നഡെയുവ, ചുനാവണെ" "ഉപതേര്‍തല്‍ - ഇടൈതേര്‍തല്‍" "ഉപഎന്നിക - സാധാരണ എന്നിക്കലതരവാത ഖാളീ അയിന നിയോജക വര്‍ഗാല കു പ്രതിനിധുലനു എന്നുകൊനേ പ്രക്രിയ"
"ഉപദേശം - ഗുണദോഷം, നല്ലത്‌ ചൊല്ലിക്കൊടുക്കല്‍" "ഉപദേശ - ഹിതവന്നുഹേളുവുദു, ഒള്ളെയശിക്ഷണ കിവിമാതു, ബുദ്ധിവാദ" "ഉപതേശം- അറിവുരൈ, നല്ലറിവു കൂറുതല്‍" "ഉപദേശം - ബോധന"
"ഉപദേശി - ഉപദേഷ്‌ടാവ്‌, ഉപദേശിക്കുന്നവന്‍" "ഉപദേശക - ഉപദേശമാഡുവവനു, ബുദ്ധിവാദഹേളുവവനു, സലഹെഗാര" "ആലോസകര്‍ - പുത്തികൂറുപവര്‍" "ഉപദേശി - ഉപദേശകുഡു, സലഹാദാരു (ഡു), ബുദ്ധിചെപ്പുവാഡു"
"ഉപദേശിക്കുക - ഗുണദോഷിക്കുക, നല്ലത്‌ ചൊല്ലിക്കൊടുക്കുക" "ഉപദേശിസു - ബുദ്ധിവാദഹേളൂ, ഉപദേശകൊഡു, സലഹെമാഡു, ഉപദേശമാഡു" "ഉപതേശിക്ക - അറിവുറുത്തു, അറിവുരൈക്ക, അറിവുരൈസൊല്‍, അറിവുരൈകൂറു" "ഉപദേശിംചു - ബോധിംചു"
"ഉപദ്രവം (1) പീഡ, ശല്യം" "ഉപദ്രവ - കീടലെ തൊംദരെ, ഹാവളി" "ഉപത്തിരവം - തൊല്ലൈ, തൊന്തരവു, തുന്‍പുറുത്തല്‍" "തൊംദര - പീഡ"
"ഉപദ്രവം (2) കേട്‌, നാശം, വിപത്ത്‌" "ഉപദ്രവ - കേഡു, അനിഷ്‌ട" "കേടു - വിപത്തു" "ഉപദ്രവ - ആപദ, ഹാവളി"
"ഉപദ്രവം (3) ലഹള" "ഉപദ്രവ - ജഗള" "കലകം - കലവരം, കിളര്‍ച്ചി" "ഉപദ്രവം - വിപ്ലവം"
"ഉപദ്രവിക്കുക - പീഡിപ്പിക്കുക, മുദ്ധിമുട്ടുക" "കാഡു - പീഡിസു" "ഉപത്തിരവംസെയ്‌ - തുന്‍പുറുത്തു" "തൊംദരപരചു"
"ഉപനയനം - പൂണൂല്‍ക്കല്യാണം, പൂണൂ ല്‍ ധരിക്കുന്ന ചടങ്ങ്‌" "ഉപനയന - മുംജി, മുംജിവെ, യജ്ഞോപവീത സംസ്‌കാര" "ഉപനയനം - പൂണൂര്‍സടങ്കു, പൂണൂല്‍ അണിയും സടങ്കു" "ഉപനയനം - വഡുഗു, ഉപനയനസംസ്‌കാ രം"
"ഉപന്യാസം (1) പ്രസംഗം, വിവരണം" "ഉപന്യാസ - ഭാഷണ, വിവരണെ" "ഉപനിയാസം - ഉപന്‍യാസം, പിരസങ്കം, സൊര്‍പൊഴിവു" "ഉപന്യാസം - പ്രസംഗം, വിവരിംചഡം"
"ഉപന്യാസം (2) പ്രബന്ധം" "പ്രബംധ" "പിരപന്തം" "പ്രബംധം"
"ഉപഭൂഖണ്‌ഡം" "ഉപഖംഡ" "തുണൈകണ്ടം" "ഉപഖംഡം"
"ഉപഭോക്താവ്‌ - അനുഭവിക്കുന്നവന്‍, ഉപയോഗിക്കുന്നവന്‍, വാങ്ങുന്നവന്‍" "ഗ്രാഹക - കൊള്ളുവവനു, ബളകെദാര, ഉപയോഗിസുവവ" "നുകര്‍വോര്‍ - സൊന്തപ്പയന്‍പാട്ടുക്കാക പ്പൊരുള്‍വാങ്കുപവര്‍, വാടിക്കൈയാള ര്‍,വഴക്കമാകവാങ്കുപവര്‍ അല്ലതു പയന്‍പടുത്തുപവര്‍" "വിനിയോഗദാരുഡു - കൊനുവാഡു"
"ഉപഭോഗം (1) അനുഭവം, ആസ്വദിക്കല്‍" "ഉപഭോഗ - വിഷയാനുഭവ, ആസ്വദന" "ഉപപോകം- അനുപവം" "ഉപഭോഗം - അനുഭവം"
"ഉപഭോഗം (2) ഉപയോഗം, വിനിയോഗം" "ഉപയോഗ" "ഉപയോകം" "ഉപഭോഗം - വിനിയോഗം"
